Order - Number,Date - Order Date,Market - Store Name,Market - Market Order URL,Market - Markeplace Name,Amount - Shipping Cost,Amount - Order Shipping,Amount - Paid by Customer,Amount - Order Subtotal,Amount - Order Tax,Amount - Order Total,Count - Number of Items,Custom - Field 1
4054913873,5/6/2026 7:22:29 AM, Velvet Whiskey Design,,Etsy,26.74,27.65,48.25,20.60,0.00,48.25,1,
4054875541,5/6/2026 6:12:37 AM,Woodmark Custom,,Etsy,7.54,6.88,60.23,49.40,3.95,60.23,2,
4049697922,5/6/2026 6:47:38 AM,Woodmark Custom,,Etsy,5.48,7.42,33.70,24.19,2.09,33.70,1,
4054903477,5/6/2026 7:05:18 AM,Woodmark Custom,,Etsy,5.48,7.42,24.26,15.39,1.45,24.26,1,
4054921363,5/6/2026 7:33:27 AM,YemlihaDesign,,Etsy,6.36,6.37,17.72,10.08,1.27,17.72,1,
4054927295,5/6/2026 7:41:41 AM,SenaCustomStore,,Etsy,21.27,128.32,811.60,-530.84,60.12,-342.40,1,
4054920269,5/6/2026 7:31:54 AM,Woodmark Custom,,Etsy,5.48,7.42,29.01,19.79,1.80,29.01,1,
4054929089,5/6/2026 7:44:14 AM,Woodmark Custom,,Etsy,5.83,7.69,29.68,19.79,2.20,29.68,1,
4054934523,5/6/2026 7:51:46 AM,Woodmark Custom,,Etsy,8.01,8.01,78.27,65.14,5.12,78.27,1,
4049764818,5/6/2026 8:25:27 AM,SenaCustomStore,,Etsy,14.31,14.31,58.69,40.25,4.13,58.69,1,
4049743802,5/6/2026 7:58:20 AM,Etched Elegance Shop,,Etsy,6.37,8.18,31.48,20.90,2.40,31.48,1,
4049758098,5/6/2026 8:17:10 AM,Lumina Custom Design,,Etsy,7.38,7.38,50.87,41.02,2.47,50.87,1,
4054951113,5/6/2026 8:14:01 AM,Woodmark Custom,,Etsy,5.48,7.42,28.45,19.79,1.24,28.45,1,
4054976221,5/6/2026 8:43:10 AM,YemlihaDesign,,Etsy,7.69,9.95,31.50,21.55,0.00,31.50,1,
4049793422,5/6/2026 8:58:50 AM,YemlihaDesign,,Etsy,6.36,6.37,31.40,22.50,2.53,31.40,1,
4055015131,5/6/2026 9:24:41 AM,CuteArtCustomDesign,,Etsy,7.46,5.99,32.54,24.70,1.85,32.54,1,
4049847616,5/6/2026 9:55:10 AM,Devran Custom Design,,Etsy,6.33,6.33,22.42,14.90,1.19,22.42,1,
4049840206,5/6/2026 9:47:39 AM,SenaCustomStore,,Etsy,14.31,12.13,56.34,155.25,3.96,171.34,2,
4054994599,5/6/2026 9:02:45 AM,Devran Custom Design,,Etsy,6.56,6.57,34.91,26.24,2.10,34.91,1,
4049813334,5/6/2026 9:20:03 AM,Lumina Custom Design,,Etsy,6.25,7.04,28.67,19.75,1.88,28.67,1,
4049833498,5/6/2026 9:41:07 AM, Velvet Whiskey Design,,Etsy,9.58,11.16,75.21,58.00,6.05,75.21,5,
4049773412,5/6/2026 8:36:06 AM, Velvet Whiskey Design,,Etsy,8.06,8.18,32.83,23.20,1.45,32.83,2,
4055002577,5/6/2026 9:11:03 AM, Velvet Whiskey Design,,Etsy,8.06,8.18,33.27,23.20,1.89,33.27,2,
4054997597,5/6/2026 9:05:55 AM,Woodmark Custom,,Etsy,5.97,8.13,35.07,24.19,2.75,35.07,1,
4049775476,5/6/2026 8:38:32 AM,Woodmark Custom,,Etsy,6.37,7.42,31.26,21.46,2.38,31.26,1,
4049784800,5/6/2026 8:49:18 AM,Woodmark Custom,,Etsy,9.58,9.58,60.72,47.37,3.77,60.72,1,
4049902322,5/6/2026 10:48:41 AM,CuteArtCustomDesign,,Etsy,9.67,12.99,93.20,74.11,6.10,93.20,3,
4055105307,5/6/2026 10:54:48 AM,YemlihaDesign,,Etsy,6.90,7.80,23.77,15.97,0.00,23.77,1,
4049883562,5/6/2026 10:29:44 AM,Devran Custom Design,,Etsy,6.95,6.95,23.25,14.90,1.40,23.25,1,
4049882122,5/6/2026 10:28:15 AM,Etched Elegance Shop,,Etsy,8.18,10.63,86.61,71.68,4.30,86.61,4,
4049868880,5/6/2026 10:15:32 AM,Marbella Custom Gifts,,Etsy,7.02,7.04,30.64,21.60,2.00,30.64,1,
4049866508,5/6/2026 10:13:23 AM,Etched Elegance Shop,,Etsy,6.98,7.38,35.60,25.43,2.79,35.60,1,
4049929330,5/6/2026 11:15:17 AM,Woodmark Custom,,Etsy,7.56,7.56,79.24,65.14,6.54,79.24,1,
4055126915,5/6/2026 11:15:45 AM,Woodmark Custom,,Etsy,5.48,7.42,34.18,24.19,2.57,34.18,1,
4055144679,5/6/2026 11:33:13 AM,Woodmark Custom,,Etsy,13.48,13.48,33.27,19.79,0.00,33.27,1,
4055131599,5/6/2026 11:20:37 AM,Woodmark Custom,,Etsy,9.02,9.94,47.21,34.69,2.58,47.21,1,
4055135623,5/6/2026 11:24:36 AM,Woodmark Custom,,Etsy,6.17,6.65,30.85,21.46,2.74,30.85,1,
4055145883,5/6/2026 11:34:25 AM,Woodmark Custom,,Etsy,6.98,9.22,30.20,19.79,1.19,30.20,1,
4049941804,5/6/2026 11:27:25 AM,Woodmark Custom,,Etsy,6.25,6.98,33.90,24.70,2.22,33.90,1,
4055148885,5/6/2026 11:37:24 AM,Woodmark Custom,,Etsy,9.95,14.62,130.19,104.82,10.75,130.19,2,
4046873713,5/6/2026 11:43:55 AM,Woodmark Custom,,Etsy,5.48,7.42,25.56,35.98,1.95,45.35,1,
4055146291,5/6/2026 11:34:51 AM,YemlihaDesign,,Etsy,8.13,10.80,33.91,21.55,1.56,33.91,1,
4055141989,5/6/2026 11:30:42 AM,Marbella Custom Gifts,,Etsy,6.19,6.57,30.78,21.60,2.61,30.78,1,
4049969652,5/6/2026 11:54:47 AM,Woodmark Custom,,Etsy,5.40,6.98,23.88,15.39,1.51,23.88,1,
4055151463,5/6/2026 11:39:52 AM,Woodmark Custom,,Etsy,6.00,7.86,39.46,28.59,3.01,39.46,1,
4041836512,5/6/2026 12:40:59 PM,Woodmark Custom,,Etsy,5.62,7.60,22.15,27.98,1.68,37.26,1,
4055222725,5/6/2026 12:46:35 PM,Devran Custom Design,,Etsy,7.90,8.18,103.71,89.28,6.25,103.71,8,
4049988132,5/6/2026 12:12:53 PM,Devran Custom Design,,Etsy,5.40,5.40,18.26,11.16,1.70,18.26,1,
4055179163,5/6/2026 12:06:30 PM,Etched Elegance Shop,,Etsy,9.08,12.55,82.45,62.69,6.93,82.17,1,
4049995812,5/6/2026 12:20:43 PM,Woodmark Custom,,Etsy,5.48,7.42,24.21,15.39,1.40,24.21,1,
4055194809,5/6/2026 12:21:14 PM,Woodmark Custom,,Etsy,5.40,6.98,28.64,19.79,1.87,28.64,1,
4049999562,5/6/2026 12:24:19 PM,Woodmark Custom,,Etsy,5.48,7.42,34.22,24.19,2.61,34.22,1,
4055198179,5/6/2026 12:24:26 PM,Woodmark Custom,,Etsy,6.37,7.42,31.44,21.46,2.56,31.44,1,
4050001356,5/6/2026 12:26:08 PM,Woodmark Custom,,Etsy,7.13,8.40,31.20,21.46,1.34,31.20,1,
4049996346,5/6/2026 12:21:12 PM,Woodmark Custom,,Etsy,5.48,7.42,24.18,15.39,1.37,24.18,1,
4050029240,5/6/2026 12:53:01 PM,Woodmark Custom,,Etsy,5.48,7.42,28.99,19.79,1.78,28.99,1,
4050032744,5/6/2026 12:56:18 PM,Woodmark Custom,,Etsy,5.48,7.42,29.39,19.79,2.18,29.39,1,
4055275645,5/6/2026 1:35:27 PM,SenaCustomStore,,Etsy,7.88,7.88,51.50,40.25,3.37,51.50,1,
4050081694,5/6/2026 1:41:28 PM,Lumina Custom Design,,Etsy,10.01,10.01,20.01,10.00,0.00,20.01,1,
4050046354,5/6/2026 1:09:20 PM,Etched Elegance Shop,,Etsy,52.06,65.94,280.14,201.60,12.60,280.14,8,
4050053608,5/6/2026 1:16:04 PM,Etched Elegance Shop,,Etsy,11.02,49.20,511.63,430.08,32.35,511.63,1,
4050062028,5/6/2026 1:23:26 PM,Etched Elegance Shop,,Etsy,5.89,7.42,26.94,17.92,1.60,26.94,1,
4055276137,5/6/2026 1:35:56 PM,Woodmark Custom,,Etsy,13.48,13.48,40.54,23.85,3.21,40.54,1,
4050089324,5/6/2026 1:48:19 PM, Velvet Whiskey Design,,Etsy,10.79,15.29,121.79,99.60,6.90,121.79,6,
4050091546,5/6/2026 1:50:19 PM,Woodmark Custom,,Etsy,5.72,7.80,29.29,19.79,1.70,29.29,1,
4055298123,5/6/2026 1:55:47 PM,Devran Custom Design,,Etsy,5.97,5.97,17.13,11.16,0.00,17.13,1,
4050095948,5/6/2026 1:54:13 PM,Woodmark Custom,,Etsy,5.83,7.69,29.30,19.79,1.82,29.30,1,
4050113980,5/6/2026 2:10:43 PM,Custom Gift by FTM,,Etsy,6.83,0.00,42.06,38.94,3.12,42.06,2,
4050156078,5/6/2026 2:49:46 PM,Etched Elegance Shop,,Etsy,6.30,7.46,26.90,17.92,1.52,26.90,1,
4055363207,5/6/2026 2:53:40 PM,Devran Custom Design,,Etsy,5.40,5.40,22.65,15.96,1.29,22.65,1,
4055331747,5/6/2026 2:25:16 PM,Woodmark Custom,,Etsy,15.22,13.48,44.57,28.59,2.50,44.57,1,
4050135498,5/6/2026 2:30:54 PM,Woodmark Custom,,Etsy,5.48,7.42,24.83,15.39,2.02,24.83,1,
4055385697,5/6/2026 3:13:15 PM,YemlihaDesign,,Etsy,9.12,9.85,137.95,128.10,0.00,137.95,6,
4043502182,5/6/2026 3:38:22 PM,Marbella Custom Gifts,,Etsy,7.42,0.00,0.00,0.00,0.00,0.00,0,
4050235194,5/6/2026 4:07:40 PM, Velvet Whiskey Design,,Etsy,6.10,6.10,20.37,12.94,1.33,20.37,1,
4050204714,5/6/2026 3:37:03 PM, Velvet Whiskey Design,,Etsy,6.37,6.37,25.63,17.20,2.06,25.63,1,
4050208146,5/6/2026 3:40:34 PM,Marbella Custom Gifts,,Etsy,14.67,18.01,102.42,80.00,4.41,102.42,1,
4055414275,5/6/2026 3:38:54 PM,Custom Gift by FTM,,Etsy,8.49,0.00,46.79,44.35,2.44,46.79,1,
4050213472,5/6/2026 3:45:58 PM,Etched Elegance Shop,,Etsy,5.83,6.98,26.77,17.92,1.87,26.77,1,
4055413137,5/6/2026 3:37:49 PM,Lumina Custom Design,,Etsy,6.24,6.24,17.45,10.26,0.95,17.45,1,
4050233268,5/6/2026 4:05:37 PM,Woodmark Custom,,Etsy,6.52,7.69,36.79,27.45,1.65,36.79,1,
4055462087,5/6/2026 4:27:35 PM,Etched Elegance Shop,,Etsy,10.30,13.04,70.97,53.76,4.17,70.97,1,
4050268572,5/6/2026 4:45:30 PM,Etched Elegance Shop,,Etsy,12.54,21.62,137.47,107.52,8.33,137.47,1,
4055496203,5/6/2026 5:04:48 PM,Custom Gift by FTM,,Etsy,5.48,0.00,26.19,24.22,1.97,26.19,1,
4050297860,5/6/2026 5:20:06 PM,Marbella Custom Gifts,,Etsy,8.40,10.67,32.27,21.60,0.00,32.27,1,
4055495191,5/6/2026 5:03:39 PM,Devran Custom Design,,Etsy,5.28,5.28,22.52,15.96,1.28,22.52,1,
4055519605,5/6/2026 5:31:42 PM,YemlihaDesign,,Etsy,6.37,6.37,18.87,11.20,1.30,18.87,1,
4055516591,5/6/2026 5:28:10 PM,YemlihaDesign,,Etsy,8.14,8.40,107.52,89.57,9.55,107.52,1,
4050295074,5/6/2026 5:16:49 PM,YemlihaDesign,,Etsy,7.69,8.18,32.18,21.55,2.45,32.18,1,
4055526205,5/6/2026 5:39:38 PM,Marbella Custom Gifts,,Etsy,5.62,5.97,33.08,24.19,2.64,32.80,1,
4055506781,5/6/2026 5:16:59 PM,Lumina Custom Design,,Etsy,8.18,8.18,51.02,39.50,3.34,51.02,1,
4050305590,5/6/2026 5:29:42 PM, Velvet Whiskey Design,,Etsy,9.54,9.54,23.33,12.80,0.99,23.33,1,
4050321478,5/6/2026 5:49:13 PM,Woodmark Custom,,Etsy,5.58,6.94,28.87,19.79,2.14,28.87,1,
4050307364,5/6/2026 5:31:55 PM,Woodmark Custom,,Etsy,5.97,8.13,34.19,24.19,1.87,34.19,1,
4050353270,5/6/2026 6:28:45 PM,Devran Custom Design,,Etsy,7.22,7.38,32.82,24.00,1.44,32.82,1,
4050364690,5/6/2026 6:43:16 PM,SenaCustomStore,,Etsy,7.55,7.55,58.77,46.00,5.22,58.77,1,
4055575587,5/6/2026 6:38:32 PM,Devran Custom Design,,Etsy,7.02,7.38,91.97,79.80,4.79,91.97,5,
4055579461,5/6/2026 6:43:21 PM,Marbella Custom Gifts,,Etsy,7.26,8.18,26.80,16.55,2.07,26.80,1,
4050375980,5/6/2026 6:56:52 PM,Marbella Custom Gifts,,Etsy,7.42,8.06,31.62,21.60,1.96,31.62,1,
4050381384,5/6/2026 7:03:33 PM,Lumina Custom Design,,Etsy,9.37,9.37,25.42,14.69,1.36,25.42,1,
4050379812,5/6/2026 7:01:32 PM, Velvet Whiskey Design,,Etsy,9.58,11.68,88.39,69.60,7.11,88.39,6,
4055587675,5/6/2026 6:52:54 PM,Woodmark Custom,,Etsy,9.06,9.06,70.58,56.90,4.62,70.58,1,
4055648717,5/6/2026 8:04:01 PM,Etched Elegance Shop,,Etsy,6.17,6.80,31.65,23.06,1.79,31.65,1,
4050390132,5/6/2026 7:14:16 PM,Etched Elegance Shop,,Etsy,8.74,9.95,35.70,23.89,1.86,35.70,1,
4050398324,5/6/2026 7:24:24 PM,Etched Elegance Shop,,Etsy,6.17,6.80,31.95,23.06,2.09,31.95,1,
4055607631,5/6/2026 7:16:59 PM,SenaCustomStore,,Etsy,8.56,7.77,80.24,68.36,4.11,80.24,4,
4050437188,5/6/2026 8:10:42 PM,SenaCustomStore,,Etsy,8.56,8.56,58.38,46.00,3.82,58.38,1,
4055636827,5/6/2026 7:50:52 PM,YemlihaDesign,,Etsy,8.34,8.82,119.48,104.40,6.26,119.48,8,
4050463544,5/6/2026 8:43:08 PM,Devran Custom Design,,Etsy,7.38,7.38,71.64,57.60,6.66,71.64,2,
4055678527,5/6/2026 8:35:47 PM,Lumina Custom Design,,Etsy,8.18,8.18,37.41,26.38,2.85,37.41,2,
4055601639,5/6/2026 7:09:55 PM, Velvet Whiskey Design,,Etsy,13.99,14.48,149.10,127.60,7.02,149.10,11,
4050397228,5/6/2026 7:23:04 PM, Velvet Whiskey Design,,Etsy,9.95,10.96,61.00,46.40,3.64,61.00,4,
4055667743,5/6/2026 8:24:21 PM, Velvet Whiskey Design,,Etsy,7.38,7.77,56.46,46.40,2.29,56.46,4,
4050439792,5/6/2026 8:13:44 PM, Velvet Whiskey Design,,Etsy,8.18,8.23,145.34,127.60,9.51,145.34,1,
4050509402,5/6/2026 9:44:28 PM,YemlihaDesign,,Etsy,10.63,11.82,114.42,93.88,8.72,114.42,4,
4050467100,5/6/2026 8:47:16 PM,YemlihaDesign,,Etsy,7.69,8.18,33.75,23.47,2.10,33.75,1,
4055717709,5/6/2026 9:19:31 PM,YemlihaDesign,,Etsy,9.37,9.58,61.39,46.94,4.87,61.39,2,
4050503360,5/6/2026 9:36:00 PM,YemlihaDesign,,Etsy,8.14,8.26,38.83,28.37,2.20,38.83,1,
4050520744,5/6/2026 10:01:27 PM,YemlihaDesign,,Etsy,8.07,9.94,35.16,23.47,1.75,35.16,1,
4055756041,5/6/2026 10:06:23 PM, Velvet Whiskey Design,,Etsy,11.25,13.16,77.03,58.00,5.87,77.03,5,
4050508858,5/6/2026 9:43:44 PM, Velvet Whiskey Design,,Etsy,9.06,9.06,37.52,25.60,2.86,37.52,2,
4050474546,5/6/2026 8:56:42 PM, Velvet Whiskey Design,,Etsy,6.25,6.25,22.74,15.20,1.29,22.74,1,
4050489914,5/6/2026 9:17:24 PM,Woodmark Custom,,Etsy,9.06,0.00,55.00,51.76,3.24,55.00,1,
4050520886,5/6/2026 10:01:42 PM,Woodmark Custom,,Etsy,6.37,7.42,37.34,27.45,2.47,37.34,1,
4050471858,5/6/2026 8:53:14 PM,Woodmark Custom,,Etsy,9.06,9.06,71.57,56.90,5.61,71.57,1,
4050535814,5/6/2026 10:24:49 PM,Etched Elegance Shop,,Etsy,9.58,16.32,131.27,107.52,7.43,131.27,6,
4055797179,5/6/2026 11:14:54 PM,Etched Elegance Shop,,Etsy,6.72,7.80,29.54,19.93,1.81,29.54,1,
4055792883,5/6/2026 11:05:58 PM,Etched Elegance Shop,,Etsy,9.57,31.42,346.67,292.57,22.68,346.67,1,
4055804931,5/6/2026 11:31:07 PM,Lumina Custom Design,,Etsy,7.04,9.22,23.82,13.25,1.35,23.82,1,
4050573896,5/6/2026 11:34:39 PM,Lumina Custom Design,,Etsy,8.13,8.13,22.34,13.19,1.02,22.34,1,
4050572306,5/6/2026 11:31:07 PM,Devran Custom Design,,Etsy,9.56,9.56,26.90,15.81,1.53,26.90,1,
4050588590,5/7/2026 12:08:16 AM,Etched Elegance Shop,,Etsy,17.78,66.76,634.65,517.44,50.45,634.65,1,
4055833701,5/7/2026 12:42:43 AM,YemlihaDesign,,Etsy,15.89,15.89,103.03,78.37,8.77,103.03,1,
4050586536,5/7/2026 12:03:23 AM, Velvet Whiskey Design,,Etsy,9.54,10.01,31.52,19.80,1.71,31.52,1,
4050576620,5/6/2026 11:40:39 PM,Woodmark Custom,,Etsy,6.37,7.42,37.24,27.45,2.37,37.24,1,
4050602152,5/7/2026 12:43:16 AM,Woodmark Custom,,Etsy,5.97,8.13,29.45,19.79,1.53,29.45,1,
4050619336,5/7/2026 1:32:20 AM,Woodmark Custom,,Etsy,5.97,8.13,33.77,24.19,1.45,33.77,1,
4055895207,5/7/2026 3:57:00 AM,Woodmark Custom,,Etsy,7.77,7.77,69.20,56.90,4.53,69.20,1,
4050667694,5/7/2026 4:04:32 AM,Etched Elegance Shop,,Etsy,6.00,6.65,29.75,20.90,2.20,29.75,1,
4055950761,5/7/2026 6:58:03 AM,Woodmark Custom,,Etsy,5.48,7.42,38.40,28.59,2.39,38.40,1,
4050768850,5/7/2026 8:01:25 AM,Woodmark Custom,,Etsy,6.17,8.60,34.80,23.85,2.35,34.80,1,
4050732956,5/7/2026 7:13:01 AM,Woodmark Custom,,Etsy,5.48,7.42,29.01,19.79,1.80,29.01,1,
4050731002,5/7/2026 7:10:04 AM,Devran Custom Design,,Etsy,5.40,6.25,18.61,11.10,1.26,18.61,1,
4050780820,5/7/2026 8:16:24 AM,Woodmark Custom,,Etsy,5.48,7.42,33.12,24.19,1.51,33.12,1,
4050817100,5/7/2026 8:55:45 AM, Velvet Whiskey Design,,Etsy,7.02,7.02,24.71,16.80,0.89,24.71,1,
4050784414,5/7/2026 8:20:24 AM, Velvet Whiskey Design,,Etsy,5.48,5.48,17.71,10.92,1.31,17.71,1,
4050835144,5/7/2026 9:14:22 AM,Devran Custom Design,,Etsy,9.56,9.56,143.88,126.72,7.60,143.88,6,
4056029197,5/7/2026 8:46:22 AM,Devran Custom Design,,Etsy,9.47,9.47,87.07,71.90,5.70,87.07,5,
4050749672,5/7/2026 7:36:24 AM,SenaCustomStore,,Etsy,10.30,10.30,60.87,46.00,4.57,60.87,1,
4050873650,5/7/2026 9:53:09 AM,SenaCustomStore,,Etsy,8.56,8.56,60.29,46.00,5.73,60.29,1,
4056063733,5/7/2026 9:26:42 AM,SenaCustomStore,,Etsy,7.88,7.88,57.65,46.00,3.77,57.65,1,
4050759996,5/7/2026 7:50:03 AM,Lumina Custom Design,,Etsy,5.83,5.83,17.22,10.26,1.13,17.22,1,
4050767214,5/7/2026 7:59:19 AM,YemlihaDesign,,Etsy,7.02,7.04,35.46,26.10,2.32,35.46,1,
4050866708,5/7/2026 9:45:41 AM,Lumina Custom Design,,Etsy,7.42,8.06,30.29,20.51,1.72,30.29,1,
4056085669,5/7/2026 9:49:26 AM,YemlihaDesign,,Etsy,7.22,7.38,50.40,39.72,3.30,50.40,2,
4055972163,5/7/2026 7:30:50 AM,Lumina Custom Design,,Etsy,6.24,6.24,17.23,10.26,0.73,17.23,1,
4056083493,5/7/2026 9:47:15 AM,YemlihaDesign,,Etsy,6.98,7.38,38.25,28.37,2.50,38.25,1,
4050889620,5/7/2026 10:10:21 AM,Lumina Custom Design,,Etsy,9.58,9.58,73.40,59.26,4.56,73.40,1,
4056128365,5/7/2026 10:29:12 AM,SenaCustomStore,,Etsy,19.21,51.36,346.92,276.00,19.56,346.92,1,
4050894644,5/7/2026 10:15:45 AM,Etched Elegance Shop,,Etsy,13.25,33.16,309.25,250.88,25.21,309.25,1,
4056173977,5/7/2026 11:13:06 AM,Etched Elegance Shop,,Etsy,8.40,12.87,32.59,19.72,0.00,32.59,1,
4056169179,5/7/2026 11:08:29 AM,Woodmark Custom,,Etsy,12.54,12.20,102.96,82.35,8.41,102.96,3,
4056174475,5/7/2026 11:13:35 AM,Woodmark Custom,,Etsy,5.48,7.42,28.91,19.79,1.70,28.91,1,
4050981582,5/7/2026 11:48:11 AM,Etched Elegance Shop,,Etsy,5.83,6.98,25.98,17.92,1.08,25.98,1,
4056180007,5/7/2026 11:18:57 AM,YemlihaDesign,,Etsy,6.52,7.42,28.92,19.86,1.64,28.92,1,
4056202111,5/7/2026 11:40:32 AM,Etched Elegance Shop,,Etsy,5.73,6.65,33.11,23.52,2.94,33.11,1,
4056175149,5/7/2026 11:14:16 AM,Devran Custom Design,,Etsy,7.90,8.06,32.71,23.04,1.61,32.71,1,
4050955830,5/7/2026 11:20:43 AM,Lumina Custom Design,,Etsy,6.74,9.63,31.55,19.75,2.17,31.55,1,
4050976010,5/7/2026 11:42:09 AM,Woodmark Custom,,Etsy,7.90,8.18,45.74,34.97,2.59,45.74,1,
4056240955,5/7/2026 12:17:42 PM,Etched Elegance Shop,,Etsy,6.37,8.18,30.82,20.90,1.74,30.82,1,
4056249625,5/7/2026 12:25:46 PM,Devran Custom Design,,Etsy,6.69,6.80,106.27,92.29,7.18,106.27,1,
4051028288,5/7/2026 12:36:14 PM,YemlihaDesign,,Etsy,6.98,7.38,32.70,23.47,1.85,32.70,1,
4056262931,5/7/2026 12:38:08 PM,YemlihaDesign,,Etsy,6.37,6.37,36.27,27.43,2.47,36.27,1,
4056263829,5/7/2026 12:38:57 PM,Etched Elegance Shop,,Etsy,5.89,7.42,26.59,17.92,1.25,26.59,1,
4056272119,5/7/2026 12:46:29 PM,Etched Elegance Shop,,Etsy,10.80,28.64,245.85,197.12,20.09,245.85,1,
4056291429,5/7/2026 1:03:52 PM, Velvet Whiskey Design,,Etsy,10.63,12.22,144.51,124.80,7.49,144.51,8,
4051051780,5/7/2026 12:59:48 PM,Custom Gift by FTM,,Etsy,11.32,0.00,126.46,116.82,9.64,126.46,6,
4056297359,5/7/2026 1:09:18 PM,Custom Gift by FTM,,Etsy,8.49,0.00,47.62,44.35,3.27,47.62,1,
4056368435,5/7/2026 2:14:12 PM,Devran Custom Design,,Etsy,9.21,13.59,133.95,111.60,8.76,133.95,1,
4056326175,5/7/2026 1:35:54 PM,YemlihaDesign,,Etsy,6.36,6.24,18.18,10.93,1.01,18.18,1,
4056346569,5/7/2026 1:54:14 PM,Etched Elegance Shop,,Etsy,6.65,6.88,30.26,21.67,1.71,30.26,1,
4051105500,5/7/2026 1:56:29 PM,Etched Elegance Shop,,Etsy,6.00,6.65,35.43,26.46,2.32,35.43,1,
4051117710,5/7/2026 2:09:27 PM,Lumina Custom Design,,Etsy,5.97,5.97,17.84,10.26,1.33,17.56,1,
4051126704,5/7/2026 2:18:43 PM,Lumina Custom Design,,Etsy,10.43,10.80,23.11,11.48,0.83,23.11,1,
4051125684,5/7/2026 2:17:44 PM,Woodmark Custom,,Etsy,9.06,9.06,71.48,56.90,5.52,71.48,1,
4051103228,5/7/2026 1:54:09 PM,Woodmark Custom,,Etsy,26.83,36.57,114.60,71.55,6.48,114.60,3,
4051085914,5/7/2026 1:36:02 PM,Woodmark Custom,,Etsy,9.58,9.58,54.46,40.44,4.44,54.46,1,
4056419293,5/7/2026 2:59:59 PM,Etched Elegance Shop,,Etsy,6.40,7.18,65.82,53.76,4.88,65.82,3,
4051185322,5/7/2026 3:20:06 PM,Etched Elegance Shop,,Etsy,5.83,6.98,26.71,17.92,1.81,26.71,1,
4056383807,5/7/2026 2:28:04 PM,YemlihaDesign,,Etsy,7.89,8.08,84.12,70.41,5.63,84.12,3,
4056385247,5/7/2026 2:29:18 PM,YemlihaDesign,,Etsy,7.99,7.04,35.79,26.10,2.65,35.79,2,
4051150942,5/7/2026 2:43:36 PM, Velvet Whiskey Design,,Etsy,7.94,8.15,78.30,64.52,5.63,78.30,1,
4051163570,5/7/2026 2:56:54 PM, Velvet Whiskey Design,,Etsy,12.06,12.06,35.83,21.74,2.03,35.83,2,
4056395243,5/7/2026 2:38:09 PM,Woodmark Custom,,Etsy,6.37,7.42,31.27,23.85,0.00,31.27,1,
4051195318,5/7/2026 3:30:51 PM, Velvet Whiskey Design,,Etsy,11.03,11.68,86.15,69.60,4.87,86.15,6,
4056498407,5/7/2026 4:16:43 PM,Marbella Custom Gifts,,Etsy,8.71,9.58,79.31,64.80,4.93,79.31,1,
4056515795,5/7/2026 4:35:01 PM,Etched Elegance Shop,,Etsy,8.13,10.80,32.47,21.67,0.00,32.47,1,
4051247462,5/7/2026 4:31:00 PM,Lumina Custom Design,,Etsy,6.37,8.06,29.04,19.75,1.23,29.04,1,
4056520693,5/7/2026 4:40:56 PM,YemlihaDesign,,Etsy,13.42,20.50,340.26,212.50,22.26,255.26,12,
4056519637,5/7/2026 4:39:34 PM,Woodmark Custom,,Etsy,5.40,6.98,23.82,15.39,1.45,23.82,1,
4051258898,5/7/2026 4:45:43 PM, Velvet Whiskey Design,,Etsy,10.50,13.94,74.98,203.00,3.04,219.98,2,
4056546355,5/7/2026 5:10:08 PM,YemlihaDesign,,Etsy,5.73,5.83,26.33,18.00,2.50,26.33,1,
4056530951,5/7/2026 4:52:21 PM,Woodmark Custom,,Etsy,6.95,8.13,32.49,22.50,1.86,32.49,1,
4056545117,5/7/2026 5:08:41 PM, Velvet Whiskey Design,,Etsy,37.47,64.28,122.28,58.00,0.00,122.28,5,
4056534189,5/7/2026 4:55:57 PM, Velvet Whiskey Design,,Etsy,11.16,12.22,123.15,104.40,6.53,123.15,9,
4051284744,5/7/2026 5:19:28 PM, Velvet Whiskey Design,,Etsy,7.42,7.42,20.07,11.60,1.05,20.07,1,
4051285462,5/7/2026 5:20:31 PM,Woodmark Custom,,Etsy,9.06,9.06,37.10,26.45,1.59,37.10,1,
4056591813,5/7/2026 6:04:20 PM,Etched Elegance Shop,,Etsy,7.26,8.18,47.71,35.84,3.69,47.71,2,
4056573983,5/7/2026 5:42:57 PM,Woodmark Custom,,Etsy,7.02,7.38,46.80,34.97,4.45,46.80,1,
4054927295,5/6/2026 7:41:41 AM,SenaCustomStore,,Etsy,22.55,0.00,811.60,605.85,0.00,605.85,1,
4054927295,5/6/2026 7:41:41 AM,SenaCustomStore,,Etsy,21.27,0.00,811.60,577.00,0.00,577.00,1,
4054927295,5/6/2026 7:41:41 AM,SenaCustomStore,,Etsy,21.27,0.00,811.60,577.00,0.00,577.00,1,
4054927295,5/6/2026 7:41:41 AM,SenaCustomStore,,Etsy,21.27,0.00,811.60,577.00,0.00,577.00,1,
4056606963,5/7/2026 6:22:56 PM,Marbella Custom Gifts,,Etsy,7.90,8.06,31.44,21.60,1.78,31.44,1,
4056594735,5/7/2026 6:07:59 PM,Lumina Custom Design,,Etsy,9.56,50.07,340.12,-26.74,22.25,45.58,2,
4056601703,5/7/2026 6:16:33 PM,Etched Elegance Shop,,Etsy,6.37,7.42,29.16,19.93,1.81,29.16,1,
